,city,date,fare,ride_id,driver_count,type
1643,North Richardhaven,2019-02-18,41.54,4267380000000.0,1,Suburban
1644,New Olivia,2019-03-29,44.12,7724470000000.0,20,Suburban
1645,New Shannonberg,2019-03-19,25.46,374753000000.0,20,Suburban
1646,Barronchester,2019-05-05,30.38,2281520000000.0,11,Suburban
1647,Nicolechester,2019-02-09,40.83,85473064902.0,19,Suburban
1648,New Raymond,2019-03-18,36.26,3151410000000.0,17,Suburban
1649,New Raymond,2019-05-03,48.56,9495030000000.0,17,Suburban
1650,Victoriaport,2019-04-21,12.13,3313120000000.0,16,Suburban
1651,South Teresa,2019-01-29,38.47,5746180000000.0,21,Suburban
1652,North Richardhaven,2019-04-07,36.32,5014290000000.0,1,Suburban
1653,East Aaronbury,2019-03-19,20.04,4117470000000.0,7,Suburban
1654,South Teresa,2019-02-23,46.02,4623130000000.0,21,Suburban
1655,Bethanyland,2019-04-01,38.71,8221080000000.0,22,Suburban
1656,Lake Scott,2019-01-10,37.96,8130670000000.0,23,Suburban
1657,East Marymouth,2019-01-16,46.2,1181970000000.0,5,Suburban
1658,North Jeffrey,2019-02-04,29.87,7909570000000.0,11,Suburban
1659,Rodriguezview,2019-03-27,49.65,8748960000000.0,20,Suburban
1660,Bethanyland,2019-03-15,37.09,6243190000000.0,22,Suburban
1661,East Kentstad,2019-05-01,39.29,1986610000000.0,20,Suburban
1662,Myersshire,2019-01-06,22.8,499304000000.0,19,Suburban
1663,Lake Robertside,2019-03-05,29.12,4058490000000.0,4,Suburban
1664,Sotoville,2019-03-29,34.97,7313960000000.0,10,Suburban
1665,South Brenda,2019-04-28,27.86,5857210000000.0,1,Suburban
1666,Port Shane,2019-04-09,27.66,4022340000000.0,7,Suburban
1667,Lake Omar,2019-03-26,48.26,5014090000000.0,22,Suburban
1668,Lake Robertside,2019-04-30,22.26,202043000000.0,4,Suburban
1669,Lake Robertside,2019-03-18,44.21,9839850000000.0,4,Suburban
1670,South Brenda,2019-04-21,17.8,3500920000000.0,1,Suburban
1671,North Timothy,2019-04-06,38.39,4781270000000.0,7,Suburban
1672,Nicolechester,2019-04-10,38.08,8122090000000.0,19,Suburban
1673,Port Shane,2019-04-23,42.26,8341980000000.0,7,Suburban
1674,New Shannonberg,2019-04-20,30.82,6829640000000.0,20,Suburban
1675,Veronicaberg,2019-01-19,19.28,2351080000000.0,20,Suburban
1676,West Hannah,2019-01-09,14.41,1044910000000.0,12,Suburban
1677,Port Shane,2019-03-02,14.95,2803200000000.0,7,Suburban
1678,Nicolechester,2019-03-08,16.35,1045800000000.0,19,Suburban
1679,Victoriaport,2019-04-22,16.31,6069170000000.0,16,Suburban
1680,New Raymond,2019-01-05,22.5,7832890000000.0,17,Suburban
1681,New Shannonberg,2019-02-01,34.09,8588720000000.0,20,Suburban
1682,East Marymouth,2019-04-27,36.11,8307460000000.0,5,Suburban
1683,Williamsonville,2019-01-09,48.73,6507710000000.0,2,Suburban
1684,East Kentstad,2019-04-19,22.42,1136560000000.0,20,Suburban
1685,Victoriaport,2019-02-02,25.68,8997390000000.0,16,Suburban
1686,New Raymond,2019-01-02,45.32,8881110000000.0,17,Suburban
1687,Victoriaport,2019-04-02,12.19,6988300000000.0,16,Suburban
1688,Barronchester,2019-04-25,36.13,2660180000000.0,11,Suburban
1689,Brandonfort,2019-04-08,35.64,6109530000000.0,10,Suburban
1690,Lewishaven,2019-04-19,21.92,7108990000000.0,23,Suburban
1691,Brandonfort,2019-03-22,38.66,4748540000000.0,10,Suburban
1692,Port Shane,2019-03-26,19.03,6010400000000.0,7,Suburban
1693,East Marymouth,2019-03-21,17.43,1621340000000.0,5,Suburban
1694,New Shannonberg,2019-01-15,35.34,7445880000000.0,20,Suburban
1695,New Shannonberg,2019-05-05,16.77,8389780000000.0,20,Suburban
1696,Lake Ann,2019-02-14,42.13,6192400000000.0,3,Suburban
1697,Victoriaport,2019-03-14,16.5,7106910000000.0,16,Suburban
1698,North Richardhaven,2019-01-22,18.45,2627730000000.0,1,Suburban
1699,Rodriguezview,2019-04-20,23.58,3289960000000.0,20,Suburban
1700,Grayville,2019-04-06,18.11,6203770000000.0,2,Suburban
1701,Lake Robertside,2019-01-13,28.37,5199680000000.0,4,Suburban
1702,West Hannah,2019-02-01,33.85,8296560000000.0,12,Suburban
1703,New Olivia,2019-02-05,47.15,7736820000000.0,20,Suburban
1704,Grayville,2019-04-28,43.22,6018910000000.0,2,Suburban
1705,Port Shane,2019-03-15,31.58,2552980000000.0,7,Suburban
1706,Myersshire,2019-03-26,28.71,2180650000000.0,19,Suburban
1707,Lake Ann,2019-04-30,14.56,5470770000000.0,3,Suburban
1708,Colemanland,2019-04-20,20.83,2981570000000.0,23,Suburban
1709,West Kimmouth,2019-01-04,20.69,1687210000000.0,4,Suburban
1710,Lake Ann,2019-03-06,13.61,1257550000000.0,3,Suburban
1711,Lake Scott,2019-04-29,25.75,4959510000000.0,23,Suburban
1712,Mezachester,2019-03-25,21.89,2294830000000.0,14,Suburban
1713,Brandonfort,2019-05-02,48.63,4443580000000.0,10,Suburban
1714,Lake Scott,2019-03-26,26.24,1980310000000.0,23,Suburban
1715,Veronicaberg,2019-04-24,49.45,5877630000000.0,20,Suburban
1716,Lewisland,2019-01-25,32.38,8332230000000.0,4,Suburban
1717,Lake Scott,2019-05-07,21.72,7626060000000.0,23,Suburban
1718,East Marymouth,2019-04-03,26.93,3384030000000.0,5,Suburban
1719,Sotoville,2019-04-22,46.5,7088150000000.0,10,Suburban
1720,North Richardhaven,2019-03-03,18.17,3252030000000.0,1,Suburban
1721,New Shannonberg,2019-02-09,37.52,3107910000000.0,20,Suburban
1722,New Raymond,2019-05-01,14.2,1535090000000.0,17,Suburban
1723,Brandonfort,2019-01-02,49.95,1298470000000.0,10,Suburban
1724,Lake Scott,2019-01-03,47.97,8024880000000.0,23,Suburban
1725,Nicolechester,2019-05-02,36.59,6821450000000.0,19,Suburban
1726,East Marymouth,2019-05-01,13.17,9052670000000.0,5,Suburban
1727,Myersshire,2019-01-25,35.65,3459460000000.0,19,Suburban
1728,Nicolechester,2019-03-04,27.67,1790410000000.0,19,Suburban
1729,Davidfurt,2019-01-05,31.48,1953920000000.0,23,Suburban
1730,Josephside,2019-03-12,29.47,1697180000000.0,25,Suburban
1731,Myersshire,2019-01-02,33.62,6489720000000.0,19,Suburban
1732,Sotoville,2019-01-25,24.13,7372160000000.0,10,Suburban
1733,Veronicaberg,2019-02-02,26.42,8456790000000.0,20,Suburban
1734,Josephside,2019-01-18,33.07,7129660000000.0,25,Suburban
1735,Rodriguezview,2019-02-17,22.76,2750370000000.0,20,Suburban
1736,Lewisland,2019-04-08,35.16,5715570000000.0,4,Suburban
1737,Sotoville,2019-04-23,34.87,99483095214.0,10,Suburban
1738,Davidfurt,2019-01-17,28.28,6647860000000.0,23,Suburban
1739,Mezachester,2019-01-22,40.67,1956900000000.0,14,Suburban
1740,Josephside,2019-03-03,17.39,1280380000000.0,25,Suburban
1741,Mezachester,2019-03-18,40.81,9431150000000.0,14,Suburban
1742,New Shannonberg,2019-02-26,16.39,1105940000000.0,20,Suburban
1743,East Marymouth,2019-03-08,43.79,1703170000000.0,5,Suburban
1744,South Brenda,2019-01-19,44.36,6108190000000.0,1,Suburban
1745,Colemanland,2019-03-05,13.39,8894920000000.0,23,Suburban
1746,New Shannonberg,2019-05-03,34.08,1767830000000.0,20,Suburban
1747,East Aaronbury,2019-03-16,20.59,6153020000000.0,7,Suburban
1748,East Aaronbury,2019-01-27,28.56,5981080000000.0,7,Suburban
1749,East Danielview,2019-02-25,26.33,513607000000.0,22,Suburban
1750,Barronchester,2019-03-31,44.24,1252890000000.0,11,Suburban
1751,Mezachester,2019-04-26,30.75,3181640000000.0,14,Suburban
1752,South Teresa,2019-04-02,23.78,295848000000.0,21,Suburban
1753,East Kentstad,2019-03-24,31.53,1907260000000.0,20,Suburban
1754,Brandonfort,2019-03-19,45.52,201086000000.0,10,Suburban
1755,New Shannonberg,2019-05-07,20.52,8313700000000.0,20,Suburban
1756,Grayville,2019-02-19,19.52,9233980000000.0,2,Suburban
1757,South Teresa,2019-03-28,17.5,9665110000000.0,21,Suburban
1758,East Marymouth,2019-03-12,38.26,5237670000000.0,5,Suburban
1759,Lake Robertside,2019-04-10,34.14,9363510000000.0,4,Suburban
1760,Colemanland,2019-03-02,36.81,116924000000.0,23,Suburban
1761,South Brenda,2019-01-10,47.52,3069090000000.0,1,Suburban
1762,Lewisland,2019-01-28,35.6,9368250000000.0,4,Suburban
1763,New Raymond,2019-01-15,47.01,3568110000000.0,17,Suburban
1764,North Richardhaven,2019-01-01,31.15,7188580000000.0,1,Suburban
1765,Josephside,2019-04-17,32.72,6317910000000.0,25,Suburban
1766,Nicolechester,2019-04-05,19.57,1109470000000.0,19,Suburban
1767,Veronicaberg,2019-01-18,33.04,4341350000000.0,20,Suburban
1768,Colemanland,2019-02-20,43.09,8700310000000.0,23,Suburban
1769,Lewishaven,2019-04-20,21.23,8139520000000.0,23,Suburban
1770,Mezachester,2019-01-06,39.83,8422380000000.0,14,Suburban
1771,Williamsonville,2019-02-01,38.9,1247990000000.0,2,Suburban
1772,Josephside,2019-01-17,35.68,4973370000000.0,25,Suburban
1773,New Olivia,2019-04-17,30.81,1521290000000.0,20,Suburban
1774,East Marymouth,2019-01-27,43.06,6911380000000.0,5,Suburban
1775,Lewishaven,2019-04-27,14.01,6524980000000.0,23,Suburban
1776,North Richardhaven,2019-01-28,21.85,3776620000000.0,1,Suburban
1777,New Raymond,2019-03-08,34.45,8895710000000.0,17,Suburban
1778,South Teresa,2019-04-19,17.27,6681700000000.0,21,Suburban
1779,Lake Ann,2019-05-07,24.89,7356790000000.0,3,Suburban
1780,West Kimmouth,2019-01-13,19.47,6504880000000.0,4,Suburban
1781,East Marymouth,2019-04-12,33.18,9393260000000.0,5,Suburban
1782,North Jeffrey,2019-02-28,31.14,6795700000000.0,11,Suburban
1783,Myersshire,2019-01-26,49.22,1973930000000.0,19,Suburban
1784,Williamsonville,2019-01-17,28.65,6114930000000.0,2,Suburban
1785,Victoriaport,2019-01-20,38.74,120114000000.0,16,Suburban
1786,West Hannah,2019-04-19,24.58,2158780000000.0,12,Suburban
1787,Williamsonville,2019-02-12,26.49,8222480000000.0,2,Suburban
1788,Lake Omar,2019-04-06,40.55,8969990000000.0,22,Suburban
1789,East Marymouth,2019-04-02,20.0,9372930000000.0,5,Suburban
1790,Brandonfort,2019-04-07,35.76,2965850000000.0,10,Suburban
1791,Lake Ann,2019-01-15,28.15,3602890000000.0,3,Suburban
1792,Lake Robertside,2019-01-23,46.83,3574540000000.0,4,Suburban
1793,Brandonfort,2019-02-06,35.41,5053220000000.0,10,Suburban
1794,New Olivia,2019-03-27,34.65,7345280000000.0,20,Suburban
1795,Veronicaberg,2019-01-08,30.66,7838730000000.0,20,Suburban
1796,New Shannonberg,2019-04-20,41.85,5509090000000.0,20,Suburban
1797,Grayville,2019-03-14,25.12,3752250000000.0,2,Suburban
1798,South Teresa,2019-03-12,23.46,844457000000.0,21,Suburban
1799,South Brenda,2019-02-19,29.37,676015000000.0,1,Suburban
1800,Lewisland,2019-01-07,17.57,3766610000000.0,4,Suburban
1801,Lake Robertside,2019-02-05,21.45,3670280000000.0,4,Suburban
1802,West Hannah,2019-02-18,40.22,8806340000000.0,12,Suburban
1803,West Kimmouth,2019-02-08,27.93,652477000000.0,4,Suburban
1804,East Marymouth,2019-02-21,41.21,2452240000000.0,5,Suburban
1805,Grayville,2019-02-13,48.59,4964950000000.0,2,Suburban
1806,New Olivia,2019-03-05,19.21,8459790000000.0,20,Suburban
1807,North Timothy,2019-04-29,29.39,6609340000000.0,7,Suburban
1808,East Kentstad,2019-01-26,39.19,9309350000000.0,20,Suburban
1809,East Danielview,2019-04-19,28.28,149456000000.0,22,Suburban
1810,Veronicaberg,2019-02-05,46.91,3271890000000.0,20,Suburban
1811,West Hannah,2019-02-06,18.33,1404490000000.0,12,Suburban
1812,West Hannah,2019-02-16,20.35,7960860000000.0,12,Suburban
1813,Port Shane,2019-03-17,20.74,7228720000000.0,7,Suburban
1814,East Marymouth,2019-03-06,35.95,5147280000000.0,5,Suburban
1815,Veronicaberg,2019-04-25,24.51,6528960000000.0,20,Suburban
1816,Lewisland,2019-01-25,44.61,7557980000000.0,4,Suburban
1817,West Kimmouth,2019-03-16,35.36,6758290000000.0,4,Suburban
1818,North Timothy,2019-04-20,46.24,2785450000000.0,7,Suburban
1819,New Olivia,2019-01-27,46.97,3200700000000.0,20,Suburban
1820,West Hannah,2019-03-25,40.11,4496370000000.0,12,Suburban
1821,Lake Ann,2019-01-24,32.31,2985170000000.0,3,Suburban
1822,Myersshire,2019-03-15,15.71,2813570000000.0,19,Suburban
1823,New Raymond,2019-02-28,17.09,4633370000000.0,17,Suburban
1824,South Teresa,2019-02-12,33.19,757892000000.0,21,Suburban
1825,North Timothy,2019-01-22,48.45,5696830000000.0,7,Suburban
1826,East Danielview,2019-04-07,18.98,6294120000000.0,22,Suburban
1827,Lake Scott,2019-01-30,48.78,1362380000000.0,23,Suburban
1828,Grayville,2019-04-14,49.85,9370120000000.0,2,Suburban
1829,South Teresa,2019-03-25,17.99,7613760000000.0,21,Suburban
1830,Lake Robertside,2019-04-01,28.07,1677400000000.0,4,Suburban
1831,Barronchester,2019-03-02,36.49,4031570000000.0,11,Suburban
1832,Nicolechester,2019-05-02,23.06,5828380000000.0,19,Suburban
1833,Lewishaven,2019-01-15,22.44,9661340000000.0,23,Suburban
1834,Lake Omar,2019-02-26,12.49,4144930000000.0,22,Suburban
1835,Victoriaport,2019-01-23,27.09,332811000000.0,16,Suburban
1836,Williamsonville,2019-03-19,44.85,9120220000000.0,2,Suburban
1837,South Brenda,2019-01-03,19.99,5348020000000.0,1,Suburban
1838,New Olivia,2019-01-25,39.12,7574710000000.0,20,Suburban
1839,New Raymond,2019-05-03,13.36,8610490000000.0,17,Suburban
1840,West Kimmouth,2019-02-06,13.59,8837910000000.0,4,Suburban
1841,West Hannah,2019-05-05,36.08,1865980000000.0,12,Suburban
1842,East Aaronbury,2019-04-19,29.27,7201710000000.0,7,Suburban
1843,Lewisland,2019-03-10,40.27,6284440000000.0,4,Suburban
1844,North Timothy,2019-01-14,15.06,1236750000000.0,7,Suburban
1845,Rodriguezview,2019-02-15,45.4,520469000000.0,20,Suburban
1846,North Jeffrey,2019-03-07,29.34,2592270000000.0,11,Suburban
1847,Josephside,2019-02-22,16.97,1757960000000.0,25,Suburban
1848,Grayville,2019-01-03,12.6,8663430000000.0,2,Suburban
1849,West Kimmouth,2019-03-07,29.43,7680300000000.0,4,Suburban
1850,Davidfurt,2019-03-26,28.69,5103500000000.0,23,Suburban
1851,South Brenda,2019-01-16,20.27,3318230000000.0,1,Suburban
1852,North Timothy,2019-01-17,40.87,1506044208.0,7,Suburban
1853,North Richardhaven,2019-03-14,13.09,5413690000000.0,1,Suburban
1854,New Raymond,2019-03-17,18.09,5034860000000.0,17,Suburban
1855,North Jeffrey,2019-02-28,46.4,7546970000000.0,11,Suburban
1856,Lake Scott,2019-02-18,38.47,1402630000000.0,23,Suburban
1857,Colemanland,2019-01-01,47.74,2215910000000.0,23,Suburban
1858,Lake Robertside,2019-03-27,29.07,2044760000000.0,4,Suburban
1859,West Hannah,2019-01-27,22.42,3204380000000.0,12,Suburban
1860,Bethanyland,2019-02-11,23.06,4374740000000.0,22,Suburban
1861,Bethanyland,2019-05-03,40.85,6700640000000.0,22,Suburban
1862,New Olivia,2019-04-10,30.41,7894640000000.0,20,Suburban
1863,North Timothy,2019-02-25,22.27,8604430000000.0,7,Suburban
1864,West Kimmouth,2019-01-17,24.22,8376240000000.0,4,Suburban
1865,Lewishaven,2019-03-02,33.22,810002000000.0,23,Suburban
1866,Grayville,2019-02-18,12.55,999956000000.0,2,Suburban
1867,East Marymouth,2019-05-04,39.07,4459300000000.0,5,Suburban
1868,Davidfurt,2019-03-15,48.34,2406100000000.0,23,Suburban
1869,Sotoville,2019-01-01,24.07,7827430000000.0,10,Suburban
1870,Mezachester,2019-04-29,28.43,7285300000000.0,14,Suburban
1871,Veronicaberg,2019-01-20,22.02,4110340000000.0,20,Suburban
1872,Lewishaven,2019-01-02,20.68,8843800000000.0,23,Suburban
1873,Josephside,2019-03-19,37.42,6758440000000.0,25,Suburban
1874,West Kimmouth,2019-04-05,28.07,3866900000000.0,4,Suburban
1875,New Raymond,2019-03-06,15.53,6118320000000.0,17,Suburban
1876,Barronchester,2019-04-07,21.95,9355810000000.0,11,Suburban
1877,South Teresa,2019-02-24,48.8,8243170000000.0,21,Suburban
1878,Lake Robertside,2019-01-14,21.46,2932610000000.0,4,Suburban
1879,Josephside,2019-02-07,15.98,6788920000000.0,25,Suburban
1880,West Hannah,2019-02-17,12.6,2728500000000.0,12,Suburban
1881,South Brenda,2019-03-23,40.53,2619640000000.0,1,Suburban
1882,Williamsonville,2019-02-19,22.23,1784160000000.0,2,Suburban
1883,New Raymond,2019-01-07,28.74,4252850000000.0,17,Suburban
1884,Brandonfort,2019-01-11,37.35,8701940000000.0,10,Suburban
1885,Colemanland,2019-02-21,30.97,4046530000000.0,23,Suburban
1886,South Teresa,2019-04-19,34.93,9233160000000.0,21,Suburban
1887,Myersshire,2019-03-25,18.16,2364250000000.0,19,Suburban
1888,East Danielview,2019-03-02,14.32,2106100000000.0,22,Suburban
1889,West Hannah,2019-04-23,47.08,6280590000000.0,12,Suburban
1890,Nicolechester,2019-01-07,27.44,1918360000000.0,19,Suburban
1891,Barronchester,2019-02-18,42.32,3493520000000.0,11,Suburban
1892,North Timothy,2019-05-07,26.3,4905170000000.0,7,Suburban
1893,East Aaronbury,2019-04-08,21.29,630561000000.0,7,Suburban
1894,Bethanyland,2019-03-26,24.27,7247230000000.0,22,Suburban
1895,East Danielview,2019-05-03,48.24,3328100000000.0,22,Suburban
1896,New Olivia,2019-01-03,38.31,93262977180.0,20,Suburban
1897,Rodriguezview,2019-01-09,29.19,38504866921.0,20,Suburban
1898,Victoriaport,2019-02-27,44.91,6926630000000.0,16,Suburban
1899,North Jeffrey,2019-01-23,27.11,6332050000000.0,11,Suburban
1900,New Olivia,2019-02-06,13.03,1377410000000.0,20,Suburban
1901,East Danielview,2019-02-28,42.71,2322330000000.0,22,Suburban
1902,Bethanyland,2019-02-18,38.8,9382230000000.0,22,Suburban
1903,Colemanland,2019-02-01,16.11,7600290000000.0,23,Suburban
1904,Grayville,2019-02-26,12.64,543831000000.0,2,Suburban
1905,Nicolechester,2019-03-14,47.93,4423380000000.0,19,Suburban
1906,Bethanyland,2019-02-03,22.82,9675690000000.0,22,Suburban
1907,Nicolechester,2019-01-12,30.79,9523380000000.0,19,Suburban
1908,Port Shane,2019-04-24,45.92,5388910000000.0,7,Suburban
1909,Brandonfort,2019-05-03,41.62,3183130000000.0,10,Suburban
1910,West Kimmouth,2019-04-15,27.16,8180720000000.0,4,Suburban
1911,Williamsonville,2019-01-30,36.81,8085670000000.0,2,Suburban
1912,Josephside,2019-04-02,49.33,482647000000.0,25,Suburban
1913,Josephside,2019-02-17,38.24,1246770000000.0,25,Suburban
1914,Mezachester,2019-04-01,24.4,8959520000000.0,14,Suburban
1915,Josephside,2019-01-18,14.75,6140370000000.0,25,Suburban
1916,North Richardhaven,2019-04-04,23.79,1145660000000.0,1,Suburban
1917,Bethanyland,2019-02-08,28.27,5518530000000.0,22,Suburban
1918,Lake Scott,2019-01-24,47.83,6812440000000.0,23,Suburban
1919,East Danielview,2019-02-19,31.72,7452530000000.0,22,Suburban
1920,East Aaronbury,2019-02-24,36.88,9777190000000.0,7,Suburban
1921,Sotoville,2019-03-28,34.03,3998850000000.0,10,Suburban
1922,Lewishaven,2019-01-18,32.13,2820580000000.0,23,Suburban
1923,Josephside,2019-04-01,23.73,6124500000000.0,25,Suburban
1924,Nicolechester,2019-02-04,49.21,4280430000000.0,19,Suburban
1925,Josephside,2019-03-07,39.17,6540970000000.0,25,Suburban
1926,East Kentstad,2019-05-07,38.74,41356844955.0,20,Suburban
1927,Colemanland,2019-02-28,35.07,8313330000000.0,23,Suburban
1928,Lewishaven,2019-02-22,20.35,3262610000000.0,23,Suburban
1929,Lake Robertside,2019-04-02,21.31,4627570000000.0,4,Suburban
1930,Lake Scott,2019-03-16,28.99,6200940000000.0,23,Suburban
1931,Josephside,2019-05-02,21.33,6697960000000.0,25,Suburban
1932,South Brenda,2019-02-19,45.55,1089080000000.0,1,Suburban
1933,Williamsonville,2019-01-14,40.72,7262120000000.0,2,Suburban
1934,Colemanland,2019-02-26,32.7,7015490000000.0,23,Suburban
1935,New Olivia,2019-03-19,33.43,2163780000000.0,20,Suburban
1936,Lake Robertside,2019-03-12,31.23,3347930000000.0,4,Suburban
1937,Rodriguezview,2019-05-01,26.92,1693860000000.0,20,Suburban
1938,Brandonfort,2019-03-26,19.22,8658460000000.0,10,Suburban
1939,Victoriaport,2019-02-24,45.66,3821430000000.0,16,Suburban
1940,North Richardhaven,2019-01-20,20.89,6068040000000.0,1,Suburban
1941,Colemanland,2019-04-29,34.77,300413000000.0,23,Suburban
1942,Williamsonville,2019-04-04,18.77,7554680000000.0,2,Suburban
1943,Barronchester,2019-03-06,46.07,4553520000000.0,11,Suburban
1944,Lewisland,2019-02-27,36.26,6392140000000.0,4,Suburban
1945,New Raymond,2019-03-07,26.55,6930530000000.0,17,Suburban
1946,South Brenda,2019-01-01,25.56,2613540000000.0,1,Suburban
1947,South Brenda,2019-03-21,49.59,3892940000000.0,1,Suburban
1948,North Timothy,2019-04-14,41.17,2438230000000.0,7,Suburban
1949,East Marymouth,2019-05-06,34.12,9215800000000.0,5,Suburban
1950,Barronchester,2019-03-26,30.32,1775560000000.0,11,Suburban
1951,Mezachester,2019-02-16,29.25,9835000000000.0,14,Suburban
1952,East Kentstad,2019-04-19,44.82,749760000000.0,20,Suburban
1953,East Marymouth,2019-01-11,12.21,56113993388.0,5,Suburban
1954,East Marymouth,2019-02-04,31.44,9309070000000.0,5,Suburban
1955,New Olivia,2019-02-03,42.89,7781150000000.0,20,Suburban
1956,North Jeffrey,2019-04-09,21.2,8490760000000.0,11,Suburban
1957,North Richardhaven,2019-01-19,41.94,4578410000000.0,1,Suburban
1958,Lake Scott,2019-05-05,18.48,7988530000000.0,23,Suburban
1959,West Kimmouth,2019-05-01,23.69,1246930000000.0,4,Suburban
1960,Lewisland,2019-02-21,23.3,7496380000000.0,4,Suburban
1961,Mezachester,2019-01-13,23.83,5270850000000.0,14,Suburban
1962,Williamsonville,2019-05-07,26.11,2816730000000.0,2,Suburban
1963,East Marymouth,2019-04-04,23.38,8033940000000.0,5,Suburban
1964,Veronicaberg,2019-05-07,42.48,3342190000000.0,20,Suburban
1965,Lewisland,2019-03-28,43.77,7963830000000.0,4,Suburban
1966,Lewisland,2019-02-06,33.22,5526290000000.0,4,Suburban
1967,Josephside,2019-02-24,40.92,175388000000.0,25,Suburban
1968,Bethanyland,2019-03-17,44.81,4173230000000.0,22,Suburban
1969,North Richardhaven,2019-02-07,12.58,1426750000000.0,1,Suburban
1970,West Kimmouth,2019-03-09,35.3,5038860000000.0,4,Suburban
1971,Lake Robertside,2019-03-14,35.79,8739160000000.0,4,Suburban
1972,New Shannonberg,2019-02-18,21.66,8774230000000.0,20,Suburban
1973,North Jeffrey,2019-01-14,25.02,4718960000000.0,11,Suburban
1974,Nicolechester,2019-01-08,26.16,890381000000.0,19,Suburban
1975,Williamsonville,2019-03-06,25.69,875561000000.0,2,Suburban
1976,Colemanland,2019-04-23,16.1,3625740000000.0,23,Suburban
1977,West Hannah,2019-04-02,33.41,305586000000.0,12,Suburban
1978,South Brenda,2019-01-16,47.66,4357840000000.0,1,Suburban
1979,Grayville,2019-03-05,14.15,3503580000000.0,2,Suburban
1980,Port Shane,2019-01-28,45.7,5717970000000.0,7,Suburban
1981,Veronicaberg,2019-02-09,26.39,1332830000000.0,20,Suburban
1982,North Jeffrey,2019-02-18,35.03,4480700000000.0,11,Suburban
1983,Nicolechester,2019-02-10,37.22,3464270000000.0,19,Suburban
1984,Grayville,2019-03-20,35.34,3550750000000.0,2,Suburban
1985,West Kimmouth,2019-03-29,34.84,1769610000000.0,4,Suburban
1986,New Raymond,2019-04-08,46.37,249397000000.0,17,Suburban
1987,West Kimmouth,2019-01-09,19.77,684129000000.0,4,Suburban
1988,Brandonfort,2019-01-10,40.2,9840780000000.0,10,Suburban
1989,Victoriaport,2019-01-26,23.94,4200320000000.0,16,Suburban
1990,Port Shane,2019-04-06,43.21,1914500000000.0,7,Suburban
1991,Brandonfort,2019-03-13,21.62,9839550000000.0,10,Suburban
1992,North Jeffrey,2019-01-10,33.85,8089410000000.0,11,Suburban
1993,New Shannonberg,2019-04-20,46.8,591725000000.0,20,Suburban
1994,Barronchester,2019-03-20,35.09,4842150000000.0,11,Suburban
1995,Josephside,2019-04-26,27.2,3027370000000.0,25,Suburban
1996,Rodriguezview,2019-05-05,25.19,5106540000000.0,20,Suburban
1997,South Teresa,2019-03-26,37.29,850175000000.0,21,Suburban
1998,Port Shane,2019-01-15,33.95,5355620000000.0,7,Suburban
1999,New Shannonberg,2019-05-02,13.08,5648100000000.0,20,Suburban
2000,Rodriguezview,2019-04-24,18.22,6271330000000.0,20,Suburban
2001,Lake Ann,2019-02-16,39.8,1712080000000.0,3,Suburban
2002,Myersshire,2019-04-15,32.13,6921140000000.0,19,Suburban
2003,Colemanland,2019-04-22,31.43,8428160000000.0,23,Suburban
2004,Veronicaberg,2019-01-11,31.26,8821670000000.0,20,Suburban
2005,Lewishaven,2019-01-20,35.0,5772260000000.0,23,Suburban
2006,South Brenda,2019-03-04,16.6,2241590000000.0,1,Suburban
2007,East Marymouth,2019-01-23,24.91,5999900000000.0,5,Suburban
2008,Rodriguezview,2019-04-28,26.61,4839790000000.0,20,Suburban
2009,Grayville,2019-01-07,34.62,8238370000000.0,2,Suburban
2010,Nicolechester,2019-03-08,31.71,5157970000000.0,19,Suburban
2011,Lake Scott,2019-05-02,35.54,8218970000000.0,23,Suburban
2012,Rodriguezview,2019-01-12,26.41,899334000000.0,20,Suburban
2013,South Teresa,2019-03-01,34.24,2687120000000.0,21,Suburban
2014,Lake Scott,2019-01-24,23.8,8229380000000.0,23,Suburban
2015,South Brenda,2019-01-28,30.98,5997760000000.0,1,Suburban
2016,South Brenda,2019-01-05,47.38,2885740000000.0,1,Suburban
2017,Josephside,2019-02-03,43.39,7794970000000.0,25,Suburban
2018,Myersshire,2019-04-20,37.15,4253080000000.0,19,Suburban
2019,East Danielview,2019-01-15,21.97,232480000000.0,22,Suburban
2020,North Timothy,2019-02-16,14.94,7964240000000.0,7,Suburban
2021,Sotoville,2019-04-22,31.24,947486000000.0,10,Suburban
2022,Grayville,2019-01-25,39.35,6105110000000.0,2,Suburban
2023,Myersshire,2019-04-30,41.25,5293590000000.0,19,Suburban
2024,Barronchester,2019-01-09,38.57,1246870000000.0,11,Suburban
2025,Mezachester,2019-01-02,47.07,8988360000000.0,14,Suburban
2026,East Marymouth,2019-01-19,29.94,388682000000.0,5,Suburban
2027,West Kimmouth,2019-02-10,23.35,6120960000000.0,4,Suburban
2028,Veronicaberg,2019-01-31,23.41,4299920000000.0,20,Suburban
2029,Josephside,2019-04-10,32.26,5719350000000.0,25,Suburban
2030,Sotoville,2019-04-27,28.84,9913970000000.0,10,Suburban
2031,Veronicaberg,2019-01-18,44.05,1680150000000.0,20,Suburban
2032,Victoriaport,2019-03-19,29.54,3049730000000.0,16,Suburban
2033,New Raymond,2019-01-10,49.19,7827150000000.0,17,Suburban
2034,West Hannah,2019-02-13,42.61,881326000000.0,12,Suburban
2035,East Danielview,2019-05-02,19.41,8119090000000.0,22,Suburban
